pl_name,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmassprov,discoverymethod
"HD 28109 c",9.20000000,2.00000000,-2.00000000,4.13000000,0.16000000,-0.14000000,"Mass","Transit"
"Kepler-22 b",9.10000000,,,2.10000000,0.12000000,-0.12000000,"Mass","Transit"
"KMT-2023-BLG-1866L b",2.63000000,0.42000000,-0.68000000,1.43000000,,,"Mass","Microlensing"
"WASP-20 b",98.84100000,5.40300000,-5.40300000,15.46839337,0.44835923,-0.44835923,"Mass","Transit"
"WASP-182 b",47.03884000,3.49613000,-3.49613000,9.52765000,0.33627000,-0.33627000,"Mass","Transit"
"EPIC 249893012 c",14.67000000,1.84000000,-1.89000000,3.67000000,0.17000000,-0.14000000,"Mass","Transit"
"WASP-35 b",225.65930000,31.78300000,-31.78300000,14.57170000,0.78463000,-0.78463000,"Mass","Transit"
"TOI-3629 b",82.63538582,6.35656814,-6.35656814,8.29464572,0.22417961,-0.22417961,"Mass","Transit"
"HAT-P-61 b",335.94462620,22.24798849,-22.24798849,10.07687365,0.30264248,-0.30264248,"Mass","Transit"
"TOI-2589 b",1112.39942450,31.78284070,-31.78284070,12.10569916,0.33626942,-0.33626942,"Mass","Transit"
"NGTS-27 b",188.47224535,30.19369866,-22.88364530,15.64773706,0.42594127,-0.39231432,"Mass","Transit"
"HD 137496 b",4.04000000,0.55000000,-0.55000000,1.31000000,0.06000000,-0.05000000,"Mass","Transit"
"Kepler-49 c",8.38000000,0.92000000,-0.89000000,2.44400000,0.08300000,-0.08200000,"Mass","Transit"
"KMT-2023-BLG-0548L b",1086.97315194,384.57237247,-282.86728223,13.10000000,,,"Mass","Microlensing"
"OGLE-2016-BLG-1190L b",4253.00000000,280.00000000,-260.00000000,12.30000000,,,"Mass","Microlensing"
"K2-113 b",410.00070000,41.31790000,-44.49620000,12.14000000,0.35000000,-0.35000000,"Mass","Transit"
"TOI-2107 b",263.79757781,34.96112477,-34.96112477,13.57407563,0.39231432,-0.35868738,"Mass","Transit"
"WASP-58 b",308.29510000,88.99240000,-88.99240000,16.02887000,1.56926000,-1.56926000,"Mass","Transit"
"Kepler-139 c",13.00000000,8.00000000,-7.00000000,3.38000000,0.69000000,-0.69000000,"Mass","Transit"
"DP Leo b",1995.88832000,184.33363000,-184.33363000,12.70000000,,,"Mass","Eclipse Timing Variations"
"HD 97037 b",6707.76852973,622.94367772,-657.90480249,12.10000000,,,"Mass","Radial Velocity"
"HD 30177 c",1484.25866069,139.84449908,-136.66621501,12.90000000,,,"Mass","Radial Velocity"
"V1298 Tau b",13.10000000,5.30000000,-5.30000000,9.41000000,0.57000000,-0.57000000,"Mass","Transit"
"TOI-3288 b",536.17652261,36.23243840,-34.64329636,12.24020692,0.36989636,-0.36989636,"Mass","Transit"
"HATS-60 b",210.40346000,17.48065000,-17.48065000,12.92397700,0.59407700,-0.59407700,"Mass","Transit"
"Wolf 503 b",6.26000000,0.69000000,-0.70000000,2.04300000,0.06900000,-0.06900000,"Mass","Transit"
"TOI-1075 b",9.95000000,1.36000000,-1.30000000,1.79100000,0.11600000,-0.08100000,"Mass","Transit"
"HD 215497 c",111.23994245,6.35656814,-6.35656814,13.00000000,,,"Mass","Radial Velocity"
"HD 169142 b",953.48522100,635.65681400,-635.65681400,13.10000000,,,"Mass","Imaging"
"TOI-672 b",50.90000000,4.50000000,-4.40000000,5.31000000,0.24000000,-0.26000000,"Mass","Transit"
"TOI-1696 b",48.80000000,,,3.09000000,0.11000000,-0.11000000,"Mass","Transit"
"KMT-2018-BLG-2602L b",365.50266805,232.01473711,-200.23189641,13.70000000,,,"Mass","Microlensing"
"Kepler-79 e",3.80000000,0.70000000,-0.60000000,3.53000000,0.16000000,-0.16000000,"Mass","Transit"
"OGLE-2017-BLG-0640L b",514.88201934,521.23858748,-298.75870258,13.50000000,,,"Mass","Microlensing"
"HATS-31 b",279.69040000,38.13960000,-38.13960000,18.38276000,2.46598000,-2.46598000,"Mass","Transit"
"Kepler-20 d",13.40000000,3.70000000,-3.60000000,2.60600000,0.05300000,-0.03900000,"Mass","Transit"
"TOI-1130 b",19.80000000,0.20000000,-0.30000000,3.66000000,0.03000000,-0.04000000,"Mass","Transit"
"TOI-1268 b",96.40000000,8.20000000,-8.30000000,9.10000000,0.60000000,-0.60000000,"Mass","Transit"
"TOI-1246 c",9.10000000,1.30000000,-1.20000000,2.45109846,0.13824169,-0.08751012,"Mass","Transit"
"HD 204313 e",4868.17771002,1554.18091023,-1647.30463348,12.20000000,,,"Mass","Radial Velocity"
"HD 95086 b",1589.00000000,636.00000000,-636.00000000,12.90000000,,,"Mass","Imaging"
"K2-27 b",30.20000000,3.50000000,-3.60000000,4.74000000,0.13000000,-0.06000000,"Mass","Transit"
"TOI-677 b",392.20025424,26.69758619,-26.37975778,13.11450742,0.32506044,-0.33626942,"Mass","Transit"
"CoRoT-24 c",28.00000000,11.00000000,-11.00000000,5.00000000,0.50000000,-0.50000000,"Mass","Transit"
"WASP-75 b",340.06000000,15.89000000,-15.89000000,14.23500000,0.53800000,-0.53800000,"Mass","Transit"
"TOI-6884 b",8365.24367224,311.47183886,-295.58041851,10.39072511,0.57165802,-0.58286700,"Mass","Transit"
"Kepler-423 b",189.10100000,25.74300000,-25.74300000,13.36100000,0.58300000,-0.58300000,"Mass","Transit"
"Kepler-65 d",4.14000000,0.79000000,-0.80000000,1.52000000,0.04000000,-0.04000000,"Mass","Transit"
"2M0437 b",1271.31362800,317.82840700,-317.82840700,13.00000000,,,"Mass","Imaging"
"K2-79 b",5.90000000,2.60000000,-2.60000000,4.15000000,0.19000000,-0.18000000,"Mass","Transit"
"14 Her b",2828.67282230,413.17692910,-540.30829190,12.50000000,,,"Mass","Radial Velocity"
"WASP-47 e",9.00000000,0.60000000,-0.40000000,1.83000000,0.02000000,-0.02000000,"Mass","Transit"
"MXB 1658-298 b",7532.57100000,1017.05600000,-1017.05600000,12.00000000,,,"Mass","Eclipse Timing Variations"
"TOI-782 b",19.10000000,,,2.73400000,0.08500000,-0.08500000,"Mass","Transit"
"2MASS J11011926-7732383 b",8899.19539600,3178.28407000,-2224.79884900,11.90000000,,,"Mass","Imaging"
"HAT-P-65 b",176.07693748,29.24021344,-28.92238504,18.05766791,0.26901554,-0.26901554,"Mass","Transit"
"HD 74156 c",2753.98314665,440.19234369,-149.37935129,12.50000000,,,"Mass","Radial Velocity"
"HD 110067 d",8.52000000,3.31000000,-3.25000000,2.85200000,0.03900000,-0.03900000,"Mass","Transit"
"MOA-2013-BLG-605L b",3.24000000,0.38000000,-0.30000000,1.62000000,,,"Mass","Microlensing"
"Kepler-203 c",749.90000000,419.10000000,-344.70000000,2.47000000,0.47000000,-0.47000000,"Mass","Transit"
"TOI-1203.01",7.39000000,0.62000000,-0.62000000,2.91800000,0.04600000,-0.04500000,"Mass","Transit"
"Kepler-238 d",23.10000000,7.90000000,-6.10000000,3.07000000,0.57000000,-0.57000000,"Mass","Transit"
"Kepler-221 b",5.95575000,,,1.71000000,0.17000000,-0.17000000,"Mass","Transit"
"KMT-2017-BLG-2331L b",171.00000000,137.00000000,-88.00000000,14.20000000,,,"Mass","Microlensing"
"HD 28109 d",5.80000000,0.90000000,-1.10000000,3.11000000,0.15000000,-0.15000000,"Mass","Transit"
"CoRoT-21 b",718.29580000,98.52730000,-98.52730000,14.57170000,1.56926000,-1.56926000,"Mass","Transit"
"TOI-4034 b",276.51071409,50.85254512,-50.85254512,17.71018951,0.22417961,-0.22417961,"Mass","Transit"
"Kepler-101 b",51.10000000,5.10000000,-4.70000000,5.77000000,0.85000000,-0.79000000,"Mass","Transit"
"HAT-P-4 b",213.25500000,10.48800000,-13.98400000,14.28000000,0.54900000,-0.67300000,"Mass","Transit"
"Kepler-411 c",26.40000000,5.90000000,-5.90000000,4.42100000,0.06200000,-0.06200000,"Mass","Transit"
"K2-66 b",21.30000000,3.60000000,-3.60000000,2.49000000,0.34000000,-0.24000000,"Mass","Transit"
"TOI-1691 b",14.60000000,5.40000000,-5.30000000,3.66000000,0.23600000,-0.20700000,"Mass","Transit"
"Kepler-138 d",2.10000000,0.60000000,-0.70000000,1.51000000,0.04000000,-0.04000000,"Mass","Transit"
"Kepler-33 c",0.39000000,1.24000000,-0.32000000,3.20000000,0.30000000,-0.30000000,"Mass","Transit"
"KELT-10 b",215.80657000,12.39537000,-12.07754000,15.68139100,0.77342100,-0.54924100,"Mass","Transit"
"HD 62364 c",7923.46218651,852.09795917,-928.69460525,12.00000000,,,"Mass","Radial Velocity"
"KMT-2017-BLG-1038L b",640.00000000,640.00000000,-350.00000000,13.40000000,,,"Mass","Microlensing"
"HD 100508 b",381.39408840,95.34852210,-57.20911326,13.70000000,,,"Mass","Radial Velocity"
"WASP-57 b",204.68252000,19.70546000,-19.70546000,11.76945000,0.59407700,-0.59407700,"Mass","Transit"
"KMT-2018-BLG-0029L b",7.59000000,0.75000000,-0.69000000,2.67000000,,,"Mass","Microlensing"
"Kepler-278 b",56.00000000,37.00000000,-13.00000000,3.95500000,0.08000000,-0.08000000,"Mass","Transit"
"TOI-6383 A b",331.00000000,30.00000000,-30.00000000,11.29000000,0.41000000,-0.37000000,"Mass","Transit"
"KMT-2022-BLG-1818L c",114.41822652,95.34852210,-66.74396547,13.20000000,,,"Mass","Microlensing"
"KMT-2023-BLG-0332L b",6992.22495400,4989.90598990,-3877.50656540,12.00000000,,,"Mass","Microlensing"
"KMT-2019-BLG-1953L b",200.00000000,240.00000000,-110.00000000,14.10000000,,,"Mass","Microlensing"
"Kepler-6 b",212.31044000,12.07754000,-11.12405000,14.61653600,0.20176200,-0.36989700,"Mass","Transit"
"TOI-4504 d",450.23572136,20.69062930,-20.56349793,13.60000000,,,"Mass","Transit Timing Variations"
"HD 97048 b",794.57500000,158.91500000,-158.91500000,13.30000000,,,"Mass","Disk Kinematics"
"GJ 876 b",723.22350000,1.43020000,-1.43020000,13.30000000,,,"Mass","Radial Velocity"
"HD 164604 b",4195.33497240,572.09113260,-476.74261050,12.30000000,,,"Mass","Radial Velocity"
"NN Ser d",724.62200000,120.77000000,-120.77000000,13.30000000,,,"Mass","Eclipse Timing Variations"
"HATS-13 b",172.58169000,22.88376000,-22.88376000,13.58530800,0.39231500,-0.39231500,"Mass","Transit"
"TOI-5300 b",190.69704420,31.78284070,-31.78284070,9.86390302,0.89671846,-0.89671846,"Mass","Transit"
"WASP-100 b",400.46580000,143.02350000,-143.02350000,14.90797000,1.56926000,-1.56926000,"Mass","Transit"
"XO-4 b",451.31860000,60.38770000,-60.38770000,14.01125000,0.89672000,-0.89672000,"Mass","Transit"
"WASP-13 b",114.41880000,28.60470000,-28.60470000,13.67498000,1.56926000,-1.56926000,"Mass","Transit"
"HIP 78530 b",7300.00000000,300.00000000,-300.00000000,12.00000000,,,"Mass","Imaging"
"Kepler-426 b",108.06000000,25.43000000,-25.43000000,12.22000000,0.34000000,-0.34000000,"Mass","Transit"
"Kepler-82 f",20.90000000,1.00000000,-1.00000000,4.84000000,,,"Mass","Transit Timing Variations"
"NGTS-33 b",1153.71711741,85.81366989,-85.81366989,18.38272835,0.78462865,-0.78462865,"Mass","Transit"
"MOA-2011-BLG-028L b",30.00000000,16.00000000,-12.00000000,5.99000000,,,"Mass","Microlensing"
"Kepler-122 e",27.70000000,11.40000000,-9.80000000,2.60000000,0.54000000,-0.54000000,"Mass","Transit"
"WASP-24 b",394.10920000,92.17070000,-92.17070000,15.46842000,1.79344000,-1.79344000,"Mass","Transit"
"KELT-8 b",209.76780000,38.13960000,-38.13960000,18.15858000,1.12090000,-1.12090000,"Mass","Transit"
"K2-110 b",15.90000000,2.70000000,-2.70000000,2.59200000,0.09800000,-0.09700000,"Mass","Transit"
"K2-32 d",6.70000000,2.50000000,-2.50000000,3.48400000,0.11200000,-0.12900000,"Mass","Transit"
"Kepler-58 d",245.34300000,,,2.94000000,1.40000000,-1.40000000,"Mass","Transit"
"TOI-1470 b",7.32000000,1.21000000,-1.24000000,2.18000000,0.04000000,-0.04000000,"Mass","Transit"
"TOI-4342 c",4.80000000,1.40000000,-1.40000000,2.34900000,0.09400000,-0.09200000,"Mass","Transit"
"AU Mic e",21.10000000,5.40000000,-4.30000000,4.87000000,,,"Mass","Radial Velocity"
"TOI-2207 b",203.41018048,31.78284070,-38.13940884,11.15293580,0.31385146,-0.30264248,"Mass","Transit"
"HD 48265 c",1414.33641115,238.37130525,-117.59651059,12.90000000,,,"Mass","Radial Velocity"
"K2-3 b",5.11000000,0.65000000,-0.64000000,2.07800000,0.07600000,-0.06700000,"Mass","Transit"
"OGLE-TR-182 b",320.99500000,47.67200000,-47.67200000,12.66600000,2.69000000,-0.89700000,"Mass","Transit"
"WASP-139 b",37.18611000,5.40311000,-5.40311000,8.96720000,0.56045000,-0.56045000,"Mass","Transit"
"FU Tau b",5085.28000000,,,12.20000000,,,"Mass","Imaging"
"HAT-P-14 b",1093.33520000,200.23290000,-200.23290000,15.91678000,1.34508000,-1.34508000,"Mass","Transit"
"OGLE-2018-BLG-1428L b",240.00000000,240.00000000,-170.00000000,14.00000000,,,"Mass","Microlensing"
"NGTS-23 b",194.82881349,30.82935548,-30.82935548,14.20177855,0.33626942,-0.33626942,"Mass","Transit"
"HD 125271 b",3465.60094993,596.24609153,-398.23899397,12.40000000,,,"Mass","Radial Velocity"
"TOI-2669 b",193.87532827,60.38739733,-60.38739733,19.72780603,1.79343691,-1.79343691,"Mass","Transit"
"WASP-93 b",467.21010000,92.17070000,-92.17070000,17.90077300,0.86309300,-0.86309300,"Mass","Transit"
"OGLE-2014-BLG-1722L b",55.30000000,51.30000000,-33.10000000,8.59000000,,,"Mass","Microlensing"
"Kepler-276 b",731.20900000,,,2.87000000,1.35000000,-1.35000000,"Mass","Transit"
"MOA-2008-BLG-379L b",1300.00000000,540.00000000,-600.00000000,13.00000000,,,"Mass","Microlensing"
"WISPIT 1 c",1684.49055710,254.26272560,-190.69704420,12.80000000,,,"Mass","Imaging"
"TOI-198 b",3.17000000,0.64000000,-0.65000000,1.36000000,0.13000000,-0.13000000,"Mass","Transit"
"TOI-561 b",2.02000000,0.23000000,-0.23000000,1.39700000,0.02700000,-0.02700000,"Mass","Transit"
"HD 135872 b",1744.56012602,458.62639130,-31.14718389,12.80000000,,,"Mass","Radial Velocity"
"WASP-188 b",458.62639130,94.07720847,-94.71286529,14.81827249,0.57165802,-0.57165802,"Mass","Transit"
"K2-36 b",4.30000000,1.40000000,-1.40000000,1.43000000,0.08000000,-0.08000000,"Mass","Transit"
"WASP-97 b",432.24880000,60.38770000,-60.38770000,12.77826000,0.67254000,-0.67254000,"Mass","Transit"
"TOI-2992 b",1058.36859531,123.95307873,-123.95307873,13.75341932,0.50440413,-0.50440413,"Mass","Transit"
"TOI-4201 b",788.21444936,28.60455663,-28.60455663,13.67495645,0.44835923,-0.44835923,"Mass","Transit"
"HD 168863 b",2154.87659946,354.06084540,-348.33993407,12.70000000,,,"Mass","Radial Velocity"
"TOI-615 b",138.25535705,27.33324300,-26.06192937,18.97680433,0.58286700,-0.63891190,"Mass","Transit"
"WASP-99 b",772.32690000,117.59710000,-117.59710000,11.43318000,0.67254000,-0.67254000,"Mass","Transit"
"TOI-628 b",2011.86390000,92.17070000,-98.52730000,11.88154000,0.45956900,-0.38110600,"Mass","Transit"
"Kepler-92 c",6.10000000,1.80000000,-1.80000000,2.60000000,0.08000000,-0.08000000,"Mass","Transit"
"KMT-2016-BLG-1820L b",1450.00000000,1600.00000000,-680.00000000,12.90000000,,,"Mass","Microlensing"
"MASCARA-4 b",532.36258173,76.59664609,-76.59664609,16.98160576,0.49319515,-0.49319515,"Mass","Transit"
"BD+60 1417 b",4767.42610500,1589.14203500,-1589.14203500,14.68376472,0.67253884,-0.67253884,"Mass","Imaging"
"HD 82943 b",534.25000000,8.89900000,-8.89900000,13.50000000,,,"Mass","Radial Velocity"
"EPIC 248847494 b",4131.79000000,,,12.44199000,0.78463000,-0.78463000,"Mass","Transit"
"HAT-P-24 b",238.37250000,79.45750000,-79.45750000,14.57170000,2.35389000,-2.35389000,"Mass","Transit"
"KOI-94 e",35.00000000,18.00000000,-28.00000000,6.56000000,0.62000000,-0.62000000,"Mass","Transit"
"NGTS-24 b",165.27077164,38.13940884,-34.96112477,13.60770257,0.65012088,-0.69495680,"Mass","Transit"
"Qatar-8 b",117.91493000,19.70546000,-19.70546000,14.40356500,0.24659800,-0.24659800,"Mass","Transit"
"b Cen AB b",3464.32963630,508.52545120,-508.52545120,12.40000000,,,"Mass","Imaging"
"TOI-159 b",1110.00000000,79.00000000,-84.00000000,18.18000000,0.16000000,-0.16000000,"Mass","Transit"
"TOI-6628 b",235.19302118,19.06970442,-19.06970442,10.98480109,0.67253884,-0.67253884,"Mass","Transit"
"TOI-2093 c",15.80000000,3.60000000,-3.80000000,2.30000000,0.12000000,-0.12000000,"Mass","Transit"
"Kepler-33 f",9.60000000,1.70000000,-1.80000000,4.46000000,0.41000000,-0.41000000,"Mass","Transit"
"TOI-1266 b",4.46000000,0.69000000,-0.69000000,2.52000000,0.08000000,-0.08000000,"Mass","Transit"
"TOI-1836 b",38.45723725,9.21702380,-9.21702380,8.00321222,0.34747840,-0.34747840,"Mass","Transit"
"WASP-127 b",52.34660100,6.80156200,-5.46667600,14.69499900,0.28022500,-0.32506100,"Mass","Transit"
"Kepler-32 f",1862.11000000,,,0.82000000,0.07000000,-0.07000000,"Mass","Transit"
"HD 167677 b",905.81095995,301.93698665,-317.82840700,13.20000000,,,"Mass","Radial Velocity"
"WASP-121 b",371.85923619,13.66662150,-13.66662150,19.52604438,0.06725388,-0.06725388,"Mass","Transit"
"HD 93963 A b",2.80000000,2.30000000,-2.30000000,1.46954368,0.07347231,-0.06596084,"Mass","Transit"
"KMT-2021-BLG-1689L b",46.00000000,30.00000000,-23.00000000,7.71000000,,,"Mass","Microlensing"
"KELT-4 A b",286.68266000,19.06980000,-18.75197000,19.04409100,0.51561400,-0.50440500,"Mass","Transit"
"Kepler-215 d",23.60000000,17.30000000,-11.90000000,2.39000000,0.55000000,-0.55000000,"Mass","Transit"
"Kepler-48 b",3.94000000,2.10000000,-2.10000000,1.88000000,0.10000000,-0.10000000,"Mass","Transit"
"HD 106315 b",12.60000000,3.20000000,-3.20000000,2.44000000,0.17000000,-0.17000000,"Mass","Transit"
"HD 111232 b",2531.50326176,358.51044310,-152.23980695,12.60000000,,,"Mass","Radial Velocity"
"TOI-2169 A b",329.58805806,24.47278734,-24.15495893,12.50922246,0.41473229,-0.40352331,"Mass","Transit"
"HATS-50 b",123.95370000,31.78300000,-31.78300000,12.66617000,0.84067500,-0.84067500,"Mass","Transit"
"Kepler-407 c",4000.00000000,2000.00000000,-2000.00000000,12.30000000,,,"Mass","Radial Velocity"
"HD 18015 b",1048.83374310,216.12331676,-130.30964687,13.10000000,,,"Mass","Radial Velocity"
"Kepler-211 c",18.30000000,22.40000000,-17.00000000,1.29000000,0.09000000,-0.09000000,"Mass","Transit"
"TOI-1798.02",5.60000000,0.80000000,-0.70000000,1.46400000,0.18500000,-0.11300000,"Mass","Transit"
"TOI-4600 b",959.84178914,,,6.80000000,0.31000000,-0.30000000,"Mass","Transit"
"TOI-2019 b",34.40000000,4.40000000,-4.40000000,5.33275337,0.26371361,-0.20823795,"Mass","Transit"
"Kepler-24 b",11.14000000,2.25000000,-1.93000000,2.34800000,0.09200000,-0.09100000,"Mass","Transit"
"Kepler-161 b",2.63000000,0.83000000,-0.61000000,2.12000000,0.14000000,-0.14000000,"Mass","Transit"
"OGLE-2019-BLG-1053L b",2.48000000,1.19000000,-0.98000000,1.38000000,,,"Mass","Microlensing"
"HD 142022 A b",1433.40611557,289.22385037,-193.87532827,12.90000000,,,"Mass","Radial Velocity"
"Kepler-24 c",9.99000000,2.01000000,-1.66000000,2.51400000,0.09800000,-0.09800000,"Mass","Transit"
"WASP-135 b",603.87700000,25.42640000,-25.42640000,14.57170000,1.00881000,-1.00881000,"Mass","Transit"
"HATS-15 b",689.69110000,47.67450000,-47.67450000,12.38594500,0.44836000,-0.44836000,"Mass","Transit"
"WASP-3 b",772.32690000,168.44990000,-168.44990000,15.91678000,1.90553000,-1.90553000,"Mass","Transit"
"KMT-2016-BLG-1107L b",1043.00000000,1102.00000000,-583.00000000,13.10000000,,,"Mass","Microlensing"
"KELT-1 b",8654.15000000,158.90800000,-152.55200000,12.44200000,0.35868700,-0.24659800,"Mass","Transit"
"KMT-2025-BLG-0121L b",2469.52672239,1296.73990056,-1284.02676428,12.60000000,,,"Mass","Microlensing"
"Kepler-50 b",8.90000000,,,1.71000000,0.05000000,-0.10000000,"Mass","Transit"
"K2-260 b",546.66486004,108.06165838,-111.23994245,18.41635529,0.65012088,-0.81825559,"Mass","Transit"
"WASP-144 b",139.84520000,19.06980000,-19.06980000,9.52765000,0.56045000,-0.56045000,"Mass","Transit"
"KMT-2016-BLG-2397L b",836.00000000,375.00000000,-391.00000000,13.20000000,,,"Mass","Microlensing"
"HATS-70 b",4100.00700000,572.09400000,-508.52800000,15.51325600,0.88551100,-0.82946600,"Mass","Transit"
"NGTS-35 b",152.00000000,22.00000000,-19.00000000,10.90000000,0.65000000,-0.65000000,"Mass","Transit"
"OGLE-2019-BLG-0468L b",1090.15143601,581.62598481,-371.85923619,13.10000000,,,"Mass","Microlensing"
"TOI-1728 b",26.78000000,5.43000000,-5.13000000,5.05000000,0.16000000,-0.17000000,"Mass","Transit"
"Kepler-28 c",2.06000000,0.70000000,-0.52000000,1.85700000,0.04200000,-0.04200000,"Mass","Transit"
"TOI-6038 A b",78.50000000,9.50000000,-9.90000000,6.41000000,0.20000000,-0.16000000,"Mass","Transit"
"WASP-52 b",146.20000000,6.36000000,-6.36000000,14.24000000,0.34000000,-0.34000000,"Mass","Transit"
"KMT-2017-BLG-0428L b",5.59000000,3.57000000,-2.83000000,2.23000000,,,"Mass","Microlensing"
"LP 791-18 d",0.91000000,0.19000000,-0.19000000,1.03200000,0.04400000,-0.04300000,"Mass","Transit"
"TIC 257060897 b",201.50321004,13.03096469,-10.48833743,17.26183028,0.48198617,-0.50440413,"Mass","Transit"
"K2-29 b",232.01590000,12.71320000,-12.71320000,13.33871000,0.22418000,-0.22418000,"Mass","Transit"
"OGLE-TR-56 b",441.77000000,57.21000000,-54.03000000,15.27800000,1.03100000,-1.00900000,"Mass","Transit"
"MOA-2010-BLG-073L b",3500.00000000,640.00000000,-640.00000000,12.40000000,,,"Mass","Microlensing"
"Kepler-37 d",2.00000000,,,2.03000000,0.03000000,-0.03900000,"Mass","Transit"
"TOI-776 b",5.00000000,1.60000000,-1.60000000,1.79800000,0.07800000,-0.07700000,"Mass","Transit"
"HAT-P-28 b",198.95300000,11.75900000,-11.75900000,13.58500000,1.26700000,-0.91900000,"Mass","Transit"
"TOI-1232 c",58.48042689,6.99222495,-8.26353858,8.88000000,,,"Mass","Transit Timing Variations"
"Kepler-4 b",24.47200000,3.81400000,-3.81400000,4.00200000,0.21300000,-0.21300000,"Mass","Transit"
"WASP-56 b",143.02350000,28.60470000,-28.60470000,10.53646000,1.00881000,-1.00881000,"Mass","Transit"
"KMT-2018-BLG-0885L b",9217.02380300,12395.30787300,-6038.73973300,11.90000000,,,"Mass","Microlensing"
"Kepler-351 c",11.10000000,9.90000000,-7.60000000,3.19000000,1.55000000,-1.55000000,"Mass","Transit"
"TOI-5007 b",211.03806225,13.66662150,-13.34879309,11.07447293,0.34747840,-0.34747840,"Mass","Transit"
"GPX-1 b",6261.21961790,508.52545120,-508.52545120,16.47720163,1.12089807,-1.12089807,"Mass","Transit"
"EPIC 249893012 b",8.75000000,1.09000000,-1.08000000,1.95000000,0.09000000,-0.08000000,"Mass","Transit"
"Kepler-310 d",7.00000000,3.40000000,-4.10000000,2.47000000,1.15000000,-1.15000000,"Mass","Transit"
"HD 23596 b",3786.60764100,314.65012293,-561.92062358,12.40000000,,,"Mass","Radial Velocity"
"TOI-6041 b",28.90000000,,,4.55000000,0.18000000,-0.17000000,"Mass","Transit"
"Kepler-161 c",3.61000000,0.78000000,-1.19000000,2.05000000,0.15000000,-0.15000000,"Mass","Transit"
"Kepler-553 c",2129.45032690,139.84449908,-136.66621501,11.57887706,0.35868738,-0.28022452,"Mass","Transit"
"HIP 9618 c",7.00000000,,,3.42855926,0.09718640,-0.08596176,"Mass","Transit"
"HD 25015 b",2884.92845034,367.72746690,-579.40118596,12.50000000,,,"Mass","Radial Velocity"
"TOI-269 b",8.80000000,1.40000000,-1.40000000,2.77000000,0.12000000,-0.12000000,"Mass","Transit"
"KMT-2019-BLG-2974L b",88.99195396,92.17023803,-57.20911326,11.40000000,,,"Mass","Microlensing"
"KMT-2024-BLG-0349L b",3769.44490702,2084.95434992,-2078.59778178,12.40000000,,,"Mass","Microlensing"
"K2-115 b",321.00669107,69.92224954,-73.10053361,11.80305668,0.33626942,-0.31385146,"Mass","Transit"
"TOI-5542 b",419.53349724,31.78284070,-31.78284070,11.30986153,0.40352331,-0.39231432,"Mass","Transit"
"TOI-5573 b",112.00000000,18.00000000,-19.00000000,9.75000000,0.47000000,-0.47000000,"Mass","Transit"
"HATS-26 b",206.58950000,24.15508000,-24.15508000,19.61575000,2.35389000,-2.35389000,"Mass","Transit"
"Kepler-102 c",1.70000000,,,0.56700000,0.02800000,-0.02800000,"Mass","Transit"
"HD 202206 c",5689.15700000,921.70700000,-572.09400000,12.20000000,,,"Mass","Radial Velocity"
"KMT-2023-BLG-1431L b",13.60000000,8.30000000,-6.90000000,3.76000000,,,"Mass","Microlensing"
"Kepler-417 b",11.00000000,9.30000000,-7.90000000,2.31000000,0.86000000,-0.17000000,"Mass","Transit Timing Variations"
"HD 13931 b",889.91953960,257.44100967,-203.41018048,13.20000000,,,"Mass","Radial Velocity"
"Kepler-59 b",4.10000000,2.80000000,-1.00000000,1.10000000,,,"Mass","Transit"
"NGTS-3 A b",756.43540000,82.63580000,-82.63580000,16.58932000,4.14733000,-4.14733000,"Mass","Transit"
"Kepler-1972 b",2.02000000,0.56000000,-0.62000000,0.80200000,0.04200000,-0.04100000,"Mass","Transit"
"HD 86065 b",2877.30056857,854.95841483,-815.86552077,12.50000000,,,"Mass","Radial Velocity"
"Kepler-326 d",6.90000000,8.50000000,-5.90000000,1.21000000,0.09000000,-0.09000000,"Mass","Transit"
"bet Pic b",2765.10714090,826.35385820,-794.57101750,18.49485000,0.67254000,-0.67254000,"Mass","Imaging"
"WASP-1 b",271.41500000,18.11600000,-16.52600000,16.62300000,0.26900000,-0.38100000,"Mass","Transit"
"Wendelstein-1 b",188.15536000,52.44195000,-41.00007000,11.56096260,0.06837490,-0.06837490,"Mass","Transit"
"K2-138 d",7.92000000,1.39000000,-1.35000000,2.39000000,0.10400000,-0.08400000,"Mass","Transit"
"WASP-41 b",270.15550000,34.96130000,-34.96130000,12.32990000,0.56045000,-0.56045000,"Mass","Transit"
"TOI-1136 d",8.35000000,1.80000000,-1.60000000,4.62700000,0.07700000,-0.07200000,"Mass","Transit"
"K2-415 b",7.50000000,,,1.01500000,0.05100000,-0.00510000,"Mass","Transit"
"OGLE-2019-BLG-0468L c",3248.20631954,1735.34310222,-1112.39942450,12.50000000,,,"Mass","Microlensing"
"TOI-1803 b",10.32000000,1.66000000,-0.48000000,2.99000000,0.08000000,-0.08000000,"Mass","Transit"
"HD 203030 b",3496.11247700,1271.31362800,-953.48522100,14.45958510,0.67253884,-0.44835923,"Mass","Imaging"
"TOI-2485 b",766.60211768,27.96889982,-27.65107141,12.13932610,0.50440413,-0.50440413,"Mass","Transit"
"HATS-28 b",213.58176000,27.65121000,-27.65121000,13.38354600,0.78463000,-0.78463000,"Mass","Transit"
